trial_index,uniqueid,condition,counterbalance,assignmentId,workerId,hitId,trial_type,rt,internal_node_id,dateTime,materials_id,item_id,survey_question_idx,survey_answer,slider_value,slider_copout,condition_0,condition_1,condition_2,agent_is_subject,slider_value_normed
20,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,9436.5,0.0-20.0,2021-08-03 17:45:34.407,swarm-002-promptP,56.0,,,38.0,False,0.0,1.0,,True,-1.168094209209453
21,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,6822.799999952316,0.0-21.0,2021-08-03 17:45:41.232,swarm-002-promptP,64.0,,,27.0,False,0.0,1.0,,True,-1.559214818155572
22,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,21702.0,0.0-22.0,2021-08-03 17:46:02.936,swarm-002-promptP,20.0,,,66.0,False,0.0,1.0,,True,-0.17251447734660455
23,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,12190.5,0.0-23.0,2021-08-03 17:46:15.130,swarm-002-promptP,30.0,,,72.0,False,0.0,0.0,,False,0.04082403662400584
24,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,17380.900000095367,0.0-24.0,2021-08-03 17:46:32.514,swarm-002-promptP,4.0,,,80.0,False,0.0,1.0,,True,0.3252753885848197
25,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,16684.700000047684,0.0-25.0,2021-08-03 17:46:49.202,swarm-002-promptP,6.0,,,93.0,False,0.0,1.0,,True,0.7875088355211421
26,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,10317.800000190735,0.0-26.0,2021-08-03 17:46:59.521,swarm-002-promptP,7.0,,,98.0,False,0.0,0.0,,False,0.9652909304966508
27,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,12215.599999904633,0.0-27.0,2021-08-03 17:47:11.739,swarm-002-promptP,41.0,,,69.0,False,0.0,0.0,,False,-0.06584522036129935
28,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,13318.599999904633,0.0-28.0,2021-08-03 17:47:25.060,swarm-002-promptP,2.0,,,0.0,False,filler,empty,,False,-2.519238131023319
29,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,19859.700000047684,0.0-29.0,2021-08-03 17:47:44.922,swarm-002-promptP,3.0,,,36.0,False,0.0,1.0,,True,-1.2392070471996564
30,A39NHWOMFQZX1X:3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,0,0,3O7L7BFSHFDA7ZMNPF1UXUTXMANEI9,A39NHWOMFQZX1X,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,10460.400000095367,0.0-30.0,2021-08-03 17:47:55.386,swarm-002-promptP,58.0,,,85.0,False,0.0,0.0,,False,0.5030574835603283
3,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,25647.5,0.0-3.0,2021-08-03 17:47:13.404,,,,,66.0,False,practice,solid,full,False,-0.354520946439749
4,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,4932.700000047684,0.0-4.0,2021-08-03 17:47:18.339,,,,,74.0,False,practice,liquid,full,False,0.2701111972874269
5,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,5062.5,0.0-5.0,2021-08-03 17:47:23.407,,,,,73.0,False,practice,abstract,empty,False,0.19203217932152988
6,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2580.1999999284744,0.0-6.0,2021-08-03 17:47:25.991,,,,,83.0,False,practice,solid,empty,False,0.9728223589804998
7,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,3448.8000000715256,0.0-7.0,2021-08-03 17:47:29.442,,,,,67.0,False,practice,abstract,full,False,-0.27644192847385207
9,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,6501.799999952316,0.0-9.0,2021-08-03 17:47:40.324,swarm-002-promptP,24.0,,,63.0,False,0.0,0.0,,False,-0.58875800033744
10,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2607.399999976158,0.0-10.0,2021-08-03 17:47:42.934,swarm-002-promptP,64.0,,,76.0,False,0.0,1.0,,True,0.4262692332192209
11,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,3537.7999999523163,0.0-11.0,2021-08-03 17:47:46.475,swarm-002-promptP,20.0,,,58.0,False,0.0,1.0,,True,-0.979153090166925
12,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,3070.100000023842,0.0-12.0,2021-08-03 17:47:49.547,swarm-002-promptP,6.0,,,79.0,False,filler,full,,False,0.6605062871169118
13,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,3737.399999976158,0.0-13.0,2021-08-03 17:47:53.287,swarm-002-promptP,5.0,,,77.0,False,filler,empty,,False,0.5043482511851178
14,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,9607.100000023842,0.0-14.0,2021-08-03 17:48:02.914,swarm-002-promptP,22.0,,,84.0,False,0.0,0.0,,False,1.0509013769463968
15,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,4487.0,0.0-15.0,2021-08-03 17:48:07.402,swarm-002-promptP,7.0,,,74.0,False,0.0,0.0,,False,0.2701111972874269
16,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2610.899999976158,0.0-16.0,2021-08-03 17:48:10.016,swarm-002-promptP,39.0,,,82.0,False,0.0,1.0,,True,0.8947433410146028
17,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,3509.7999999523163,0.0-17.0,2021-08-03 17:48:13.528,swarm-002-promptP,3.0,,,46.0,False,filler,empty,,False,-1.9161013057576888
18,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2519.899999976158,0.0-18.0,2021-08-03 17:48:16.050,swarm-002-promptP,2.0,,,59.0,False,filler,empty,,False,-0.901074072201028
19,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2226.899999976158,0.0-19.0,2021-08-03 17:48:18.280,swarm-002-promptP,31.0,,,63.0,False,0.0,0.0,,False,-0.58875800033744
20,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2362.899999976158,0.0-20.0,2021-08-03 17:48:20.646,swarm-002-promptP,1.0,,,70.0,False,filler,empty,,False,-0.042204874576161074
21,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,3633.1999999284744,0.0-21.0,2021-08-03 17:48:24.282,swarm-002-promptP,4.0,,,96.0,False,filler,empty,,False,1.9878495925371606
22,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2853.3000000715256,0.0-22.0,2021-08-03 17:48:27.140,swarm-002-promptP,8.0,,,86.0,False,filler,full,,False,1.2070594128781909
23,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2335.600000023842,0.0-23.0,2021-08-03 17:48:29.478,swarm-002-promptP,58.0,,,84.0,False,0.0,0.0,,False,1.0509013769463968
24,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2278.0,0.0-24.0,2021-08-03 17:48:31.758,swarm-002-promptP,2.0,,,86.0,False,0.0,0.0,,False,1.2070594128781909
25,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,3455.5,0.0-25.0,2021-08-03 17:48:35.217,swarm-002-promptP,10.0,,,84.0,False,filler,full,,False,1.0509013769463968
26,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2197.2999999523163,0.0-26.0,2021-08-03 17:48:37.416,swarm-002-promptP,56.0,,,85.0,False,0.0,1.0,,True,1.1289803949122938
27,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2348.600000023842,0.0-27.0,2021-08-03 17:48:39.767,swarm-002-promptP,0.0,,,78.0,False,0.0,1.0,,True,0.5824272691510148
28,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2851.0,0.0-28.0,2021-08-03 17:48:42.620,swarm-002-promptP,3.0,,,67.0,False,0.0,0.0,,False,-0.27644192847385207
29,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2474.7999999523163,0.0-29.0,2021-08-03 17:48:45.097,swarm-002-promptP,30.0,,,70.0,False,0.0,0.0,,False,-0.042204874576161074
30,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,5789.799999952316,0.0-30.0,2021-08-03 17:48:50.889,swarm-002-promptP,9.0,,,39.0,False,filler,full,,False,-2.462654431518968
31,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2237.0999999046326,0.0-31.0,2021-08-03 17:48:53.128,swarm-002-promptP,4.0,,,60.0,False,0.0,1.0,,True,-0.822995054235131
32,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,3033.2999999523163,0.0-32.0,2021-08-03 17:48:56.169,swarm-002-promptP,8.0,,,69.0,False,0.0,1.0,,True,-0.12028389254205807
33,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2671.1999999284744,0.0-33.0,2021-08-03 17:48:58.844,swarm-002-promptP,0.0,,,76.0,False,filler,empty,,False,0.4262692332192209
34,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2956.100000023842,0.0-34.0,2021-08-03 17:49:01.803,swarm-002-promptP,5.0,,,72.0,False,0.0,1.0,,True,0.11395316135563291
35,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2419.7999999523163,0.0-35.0,2021-08-03 17:49:04.227,swarm-002-promptP,19.0,,,61.0,False,0.0,1.0,,True,-0.744916036269234
36,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2306.0,0.0-36.0,2021-08-03 17:49:06.535,swarm-002-promptP,11.0,,,67.0,False,filler,full,,False,-0.27644192847385207
37,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2144.100000023842,0.0-37.0,2021-08-03 17:49:08.681,swarm-002-promptP,7.0,,,79.0,False,filler,full,,False,0.6605062871169118
38,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2184.600000023842,0.0-38.0,2021-08-03 17:49:10.867,swarm-002-promptP,25.0,,,60.0,False,0.0,0.0,,False,-0.822995054235131
39,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,13427.5,0.0-39.0,2021-08-03 17:49:24.297,swarm-002-promptP,17.0,,,54.0,False,0.0,1.0,,True,-1.291469162030513
40,A1W5LBMM1Y2UIR:3PQMUDRV7SUMN4O9LYRLI9RPE46II0,0,0,3PQMUDRV7SUMN4O9LYRLI9RPE46II0,A1W5LBMM1Y2UIR,3TL87MO8CMD1GUWWFRDBJ8AYKARFL8,html-slider-response-with-copout,2881.8000000715256,0.0-40.0,2021-08-03 17:49:27.187,swarm-002-promptP,41.0,,,43.0,False,0.0,0.0,,False,-2.15033835965538
3,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,61468.09999996424,0.0-3.0,2021-08-03 18:35:16.390,,,,,89.0,False,practice,solid,full,False,0.5901675712610086
4,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,12860.0,0.0-4.0,2021-08-03 18:35:29.252,,,,,100.0,False,practice,liquid,full,False,1.2925014937850745
5,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,15935.5,0.0-5.0,2021-08-03 18:35:45.190,,,,,85.0,False,practice,abstract,empty,False,0.33477341761589374
6,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,14127.0,0.0-6.0,2021-08-03 18:35:59.319,,,,,88.0,False,practice,solid,empty,False,0.5263190328497299
7,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,5763.399999976158,0.0-7.0,2021-08-03 18:36:05.084,,,,,69.0,False,practice,abstract,full,False,-0.6868031969645657
9,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,7912.799999952316,0.0-9.0,2021-08-03 18:36:15.938,swarm-002-promptP,6.0,,,66.0,False,0.0,0.0,,False,-0.8783488121984019
10,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,12405.199999988079,0.0-10.0,2021-08-03 18:36:28.348,swarm-002-promptP,7.0,,,94.0,False,filler,full,,False,0.9094102633174023
11,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,6857.600000023842,0.0-11.0,2021-08-03 18:36:35.207,swarm-002-promptP,17.0,,,89.0,False,0.0,0.0,,False,0.5901675712610086
12,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,22036.5,0.0-12.0,2021-08-03 18:36:57.245,swarm-002-promptP,41.0,,,68.0,False,0.0,0.0,,False,-0.7506517353758445
13,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,4556.300000011921,0.0-13.0,2021-08-03 18:37:01.803,swarm-002-promptP,8.0,,,99.0,False,filler,full,,False,1.2286529553737957
14,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,13716.800000011921,0.0-14.0,2021-08-03 18:37:15.521,swarm-002-promptP,2.0,,,83.0,False,filler,empty,,False,0.2070763407933363
15,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,2884.199999988079,0.0-15.0,2021-08-03 18:37:18.411,swarm-002-promptP,22.0,,,72.0,False,0.0,1.0,,True,-0.4952575817307296
16,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,2932.0,0.0-16.0,2021-08-03 18:37:21.344,swarm-002-promptP,2.0,,,86.0,False,0.0,1.0,,True,0.3986219560271725
17,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,5779.899999976158,0.0-17.0,2021-08-03 18:37:27.127,swarm-002-promptP,11.0,,,87.0,False,filler,full,,False,0.4624704944384512
18,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,2807.699999988079,0.0-18.0,2021-08-03 18:37:29.936,swarm-002-promptP,10.0,,,44.0,False,filler,full,,False,-2.2830166572465336
19,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,2528.400000035763,0.0-19.0,2021-08-03 18:37:32.466,swarm-002-promptP,5.0,,,76.0,False,filler,empty,,False,-0.23986342808561473
20,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,2671.0,0.0-20.0,2021-08-03 18:37:35.139,swarm-002-promptP,4.0,,,91.0,False,filler,empty,,False,0.7178646480835661
21,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,4423.199999988079,0.0-21.0,2021-08-03 18:37:39.564,swarm-002-promptP,1.0,,,77.0,False,filler,empty,,False,-0.176014889674336
22,A3URXWU6QC8AZL:3T111IHZ5FE652YP7RFHJ8TDIAF9RP,0,0,3T111IHZ5FE652YP7RFHJ8TDIAF9RP,A3URXWU6QC8AZL,3PUOXASB57RCK9MNR64SHRZLWLI9Z7,html-slider-response-with-copout,2553.0,0.0-22.0,2021-08-03 18:37:42.118,swarm-002-promptP,6.0,,,74.0,False,filler,full,,False,-0.36756050490817216
